domain,name,product_category,revenue_range,Total visits - November 2017,Total visits -  June 2017,Total visits - October 2017,SimilarWeb Rank-October,MUV - October
sundownsportandmarine.com,Sundown Sport and Marine Inc,Automotive and Vehicles,$1 mil. - $5 mil.,228.0526947,432.2952295,178.9174051,19834236,Data not found
gilesandbrother.com,Giles Jewelry,Style and Fashion,$1 mil. - $5 mil.,6012.103912,4219.907904,8534.482442,2008992,2870.153558
poshliving.com,PoshLiving LLC,Home Furnishings and Furniture,$1 mil. - $5 mil.,1654.660812,269.5776657,1000.480108,9642191,603.6844788
doodlebugsboutique.net,Doodlebug's Boutique Store,Style and Fashion,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,20.55852966
aftershockmotorsports.com,Aftershock Motorsports,Automotive and Vehicles,$1 mil. - $5 mil.,431.3554337,1826.432611,Data not found,Data not found,351.9721781
sidewalksurfer.com,Sidewalk Surfer Ltd,Sporting Goods,$1 mil. - $5 mil.,602.8742652,566.7023772,15016.87374,2799669,156.3798688
asphaltkingdom.com,Asphalt Kingdom Company,Others,$1 mil. - $5 mil.,4990.255326,15715.59502,70873.94755,1116530,5941.986686
upandrunning.co.uk,Running Ltd,Apparel and Accessories,$1 mil. - $5 mil.,47677.26659,18531.97273,37960.40917,1102318,6438.568062
globalgemtv.com,globalgemtv.com,Style and Fashion,$1 mil. - $5 mil.,594.3765644,90.92701754,Data not found,Data not found,Data not found
specialtysweets.com,Specialty Sweets,Food And Beverage,$1 mil. - $5 mil.,Data not found,387.947823,72.53547586,21434243,89.97738789
yousawme.com,You Saw Me,"Art, Craft and Collectibles",$1 mil. - $5 mil.,Data not found,249.5836214,Data not found,Data not found,Data not found
alittlebundle.com,A Little Bundle,"Children, Family and Parenting",$1 mil. - $5 mil.,1018.556049,833.0490436,920.9332245,11022777,403.205311
strongboalt.com,Strong Boalt,Travel and Transportation,$1 mil. - $5 mil.,486.8133896,713.4357008,Data not found,Data not found,Data not found
apolloni.com,Apolloni Vineyards,Food And Beverage,$1 mil. - $5 mil.,784.1512357,808.4557388,418.792118,12950965,72.26024934
clocksetc.net,Clocks Etc,Hobbies and Interests,$1 mil. - $5 mil.,57.81001666,164.3340629,374.8267161,16855445,154.5145633
skylinebike.com,Skyline Bike and Skateboards LLC,Automotive and Vehicles,$1 mil. - $5 mil.,275.0347464,Data not found,164.4537511,14475667,Data not found
lascosascooking.com,Las Cosas Kitchen Shoppe,Home Furnishings and Furniture,$1 mil. - $5 mil.,627.542452,546.1224411,540.993111,11118230,238.4259397
rawhidegolfball.com,Rawhide Golf Ball Co,Sporting Goods,$1 mil. - $5 mil.,64.05669299,96.62041131,Data not found,Data not found,136.6061986
tattoonation.com,Tattoo Nation,Style and Fashion,$1 mil. - $5 mil.,497.9267254,653.1736294,393.7867692,16636672,88.0569429
jillmcgowan.com,Jill McGowan Inc,Others,$1 mil. - $5 mil.,974.5110888,411.1205214,360.40346,13457020,138.7414354
mycottoncreations.com,Cotton Creations,Others,$1 mil. - $5 mil.,141.6352024,Data not found,Data not found,Data not found,Data not found
vancouvercandleco.com,Vancouver Candle Co,Gift and Novelty,$1 mil. - $5 mil.,788.2935299,259.5573594,1149.576666,9063836,595.9335671
cartguy.ca,Cartguy Corp,Automotive and Vehicles,$1 mil. - $5 mil.,521.1209915,1690.231663,1325.858829,9322455,481.0061451
farabloc.com,Farabloc incorporated,Health and Fitness,$1 mil. - $5 mil.,489.70508,889.2711502,623.3428679,12641286,314.6256976
repurposeestate.com,RePurpose Estate Services,Finance,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
officefurnitureplace.co.uk,The Office Furniture Place Ltd,Home Furnishings and Furniture,$1 mil. - $5 mil.,354.4142014,447.6859951,866.2340806,8287392,Data not found
knuckleduster.com,Knuckleduster Miniatures,Finance,$1 mil. - $5 mil.,2713.805273,2492.467852,1253.838881,7855370,998.6398674
abmnuswholesale.com,Abmnus Wholesale Portal,Technology and Computing,$1 mil. - $5 mil.,7504.139369,Data not found,494.1952764,7004661,15.14868456
ojibwatea.com,Ojibwa Tea,Others,$1 mil. - $5 mil.,145.4128432,196.5413559,485.0911439,12784081,758.1901827
oneoffapparel.com,One Off Apparel LLC,Style and Fashion,$1 mil. - $5 mil.,889.7094043,922.0520702,1762.826782,6870679,211.3832722
curbappealsigns.com,Curb Appeal,Others,$1 mil. - $5 mil.,135.6573572,1002.049157,685.6856577,8647613,110.1109179
kensingtoncottage.com,Kensington Cottage,Home Furnishings and Furniture,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
oliverpluff.com,Oliver Pluff & Company,Others,$1 mil. - $5 mil.,1684.20554,1052.05477,990.3664679,10901733,605.2966816
jscottjewels.com,J Scott Jewels,Style and Fashion,$1 mil. - $5 mil.,101.7837018,125.309765,Data not found,Data not found,Data not found
wheelzllc.com,WHEELZ LLC,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,1669.073695,1369.415801,655.2074165,12869768,268.1413385
indyraceparts.com,Indy Race Parts,Automotive and Vehicles,$1 mil. - $5 mil.,799.0468671,228.0028529,154.0667502,23283971,Data not found
sunuafrica.net,SunuAfrica LLC,Style and Fashion,$1 mil. - $5 mil.,44.03839501,Data not found,52.45464682,34831621,Data not found
buysnow.com,BuySnow.com Inc,Hospitality and Accomodation,$1 mil. - $5 mil.,223.4975713,Data not found,15.09821826,37503318,8.004520694
superfastcash.com,Midwest Exchange Inc,General Merchandise,$1 mil. - $5 mil.,97.08165926,28.07522134,Data not found,Data not found,Data not found
firearmengraving.com,Firearm Engraving LLC,"Law, Government and Politics",$1 mil. - $5 mil.,670.4564444,444.5758726,150.6848848,27232447,Data not found
ancientheritagedairy.com,Ancient Heritage Dairy,Food And Beverage,$1 mil. - $5 mil.,752.0760954,457.8338831,305.3717941,17580441,150.9559398
animeworks.com.au,Animeworks Pty Ltd,General Merchandise,$1 mil. - $5 mil.,29917.03554,4918.708319,3093.749411,5200267,2004.071338
everythingnicefinechildrensclothing.com,Nice,Style and Fashion,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
icepilots.com,Ice Pilots,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,10812.42807,1461.03584,1880.681184,5773637,757.315002
cyanics.net,CYANICS,Technology and Computing,$1 mil. - $5 mil.,509.154857,228.2987243,577.2724712,13256042,204.26634
outofprintclothing.com,Print,Apparel and Accessories,$1 mil. - $5 mil.,297072.1225,128034.0685,348445.6475,247990,38472.30459
globeteck.co.uk,GlobeTeck Security Ltd,Technology and Computing,$1 mil. - $5 mil.,901.9075666,259.8041806,Data not found,Data not found,52.716191
brettfreedman.com,Brett Freedman Beauty,Style and Fashion,$1 mil. - $5 mil.,262.2597996,284.2855104,1003.830816,9897001,73.0842107
touchdownlures.com,Touchdown Lures,Food And Beverage,$1 mil. - $5 mil.,564.9096271,Data not found,62.21034222,32123012,Data not found
beattytelevisual.com,"Beatty Televisual , Inc.",Hobbies and Interests,$1 mil. - $5 mil.,Data not found,Data not found,81.62236068,32516227,68.12916613
odessatactical.com,ODESSA TACTICAL GEAR LLC,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,102.0170313,Data not found,Data not found,Data not found,Data not found
chronos.ltd.uk,Chronos Ltd,Technology and Computing,$1 mil. - $5 mil.,134836.6907,28379.99768,32965.99917,1059181,14987.85474
airturn.com,AirTurn Inc,Consumer Electronics & Appliances,$1 mil. - $5 mil.,44968.01816,18967.4069,77277.82864,719111,10720.2634
puregreenfoods.com,PureGreen Foods Inc.,Health and Fitness,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
matisseco.com,Matisse Company,Home Furnishings and Furniture,$1 mil. - $5 mil.,526.362295,191.9157771,238.0124134,20354785,74.90053177
hificinema.co.uk,HiFi Cinema Ltd,General Merchandise,$1 mil. - $5 mil.,3799.218408,1444.760602,1616.298141,9002585,1625.378862
tophattux.com,Top Hat Tuxedo,Style and Fashion,$1 mil. - $5 mil.,653.3838403,363.2239492,951.0604437,9817548,173.1841929
sdgtrailersales.com,Southern Dimensions Group,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,74.09336048
trevellyan.biz,Trevellyan.biz,Others,$1 mil. - $5 mil.,9418.272152,11343.05225,18686.08521,2345379,11545.31055
gamingoutfitters.com,Gaming Outfitters,Style and Fashion,$1 mil. - $5 mil.,1518.601162,1696.491482,1870.529408,7419088,1238.45046
kinderbaby.com.au,Kinder Baby,Others,$1 mil. - $5 mil.,Data not found,265.2926999,62.31515913,34023228,Data not found
firmamedical.com,Firma Medical,Health and Fitness,$1 mil. - $5 mil.,146.5589583,Data not found,Data not found,Data not found,50.28309838
northernconfections.ca,Northern Confections,Food And Beverage,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
bishopsjewelry.com,Jewelry Gallery,Style and Fashion,$1 mil. - $5 mil.,25.62835816,153.3034022,864.2678874,10092717,Data not found
fanuli.com.au,Fanuli Furniture,Home Furnishings and Furniture,$1 mil. - $5 mil.,24867.34218,8404.328826,9474.886283,2155459,4529.610815
academyengraving.com,Academy Engraving Inc,Others,$1 mil. - $5 mil.,424.3286237,846.8890275,Data not found,Data not found,253.5666218
subcultureusa.com,Subculture LLC,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,494.7466793,277.4869359,59.64676037,34177494,19.76519619
songear.com,SonGear.com,General Merchandise,$1 mil. - $5 mil.,103620.8091,154731.1768,128718.0594,752651,4696.585907
medishop.co.uk,Medishop,Medical and Wellness,$1 mil. - $5 mil.,330.3919926,411.6131684,Data not found,Data not found,109.3923801
designstuff.com.au,Designstuff,General Merchandise,$1 mil. - $5 mil.,12093.83566,40478.99571,9509.179649,2350681,5503.531454
balanced-austin.com,BALANCED Business Services LLC,Others,$1 mil. - $5 mil.,234.4943333,248.798767,Data not found,Data not found,Data not found
systemmusicwarehouse.com,System Music Warehouse,Technology and Computing,$1 mil. - $5 mil.,939.6365108,599.7430605,2431.796647,6255363,349.1451488
ravish.com.au,RAVISH,"Law, Government and Politics",$1 mil. - $5 mil.,131.4749873,Data not found,22112.36691,3002200,Data not found
teampittsburghgear.com,TeamPittsburghGear.com,Style and Fashion,$1 mil. - $5 mil.,5887.926917,2518.960527,1019.038219,8121121,142.4355752
baroness.com,The Baroness,Apparel and Accessories,$1 mil. - $5 mil.,17016.97215,2473.811093,58196.59926,684159,1083.988501
generaladmission.us,General Admission,Technology and Computing,$1 mil. - $5 mil.,2603.659195,4567.335549,4078.034623,4672227,1950.929659
compasspublications.com,Compass Publications Corp,Travel and Transportation,$1 mil. - $5 mil.,232.4834855,153.9077356,120.7179733,25882207,7.61821143
montagueandcapulet.com,Montague And Capulet,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,Data not found,189.767566,129.8866045,17472186,Data not found
shortys-storage.com,Shorty's Storage Inc,Style and Fashion,$1 mil. - $5 mil.,Data not found,Data not found,85.14650232,32271966,69.22416496
hammockuniverse.com,Hammock Universe,Home Furnishings and Furniture,$1 mil. - $5 mil.,6998.468537,38401.25071,2794.801532,5048569,3043.578735
bigbobgibson.com,Big Bob Gibson Bar-B-Q,Food And Beverage,$1 mil. - $5 mil.,22026.96145,3870.001657,7444.499968,4890450,1180.490428
bivianosdural.com,Biviano's Dural,Food And Beverage,$1 mil. - $5 mil.,87.94207181,266.7302966,532.2723659,12308858,118.7022356
skinnykidracecars.com,Skinny Kid Race Cars LLC,Sporting Goods,$1 mil. - $5 mil.,450.797373,129703.6404,1629.048209,9800284,945.0577505
duncanandboyd.com,Duncan & Boyd Jewelers,Style and Fashion,$1 mil. - $5 mil.,908.1287894,170.6426747,271.9620794,21027389,Data not found
nyaskincare.com.au,Nya Skin Care Pty Ltd,Others,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
masonzone.com,Mason Zone,Style and Fashion,$1 mil. - $5 mil.,9224.50929,80446.52344,199510.762,522128,3960.35425
vitascience.com.au,VITA SCIENCE,Food And Beverage,$1 mil. - $5 mil.,90.0952627,141.3189829,49.54702619,34961003,89.31432451
gemaffair.com,GEMaffair.com,Style and Fashion,$1 mil. - $5 mil.,4339.051119,3315.811968,4525.303641,5102908,1942.344985
carmensdanceshoes.com,Carmen's Dance Shoes,Apparel and Accessories,$1 mil. - $5 mil.,1589.781831,565.043996,951.0841338,7841075,420.4882019
igniteglobal.com,Ignite Global,Others,$1 mil. - $5 mil.,244.8538417,309.0576464,1289.163932,10692380,146.179191
bodyglovemobile.com,Body Glove Mobile,Consumer Electronics & Appliances,$1 mil. - $5 mil.,35913.53368,9831.159845,72480.01382,633511,5277.576088
the-homeboutique.co.uk,The Home Boutique Blog,Style and Fashion,$1 mil. - $5 mil.,1582.127512,Data not found,23890.95693,2748564,58.35841841
partypalacekingcakes.com,Party Palace Services Inc,Food And Beverage,$1 mil. - $5 mil.,143.9180599,Data not found,Data not found,Data not found,Data not found
reamaze.com,Reamaze,Others,$1 mil. - $5 mil.,135069.9512,214732.8499,302068.8601,201179,22166.90519
ginkgogemshop.com,Ginkgo Gem Shop,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,97.82470862,Data not found,138.6825812,15997759,Data not found
endlessfoodsystems.com,Endless Food Systems,Others,$1 mil. - $5 mil.,4275.931096,50725.57885,32146.64054,2216033,1804.681619
practicalpsychologypress.com,Practical Psychology Press Inc,Media and Publications,$1 mil. - $5 mil.,325.6571378,1004.771999,291.1218345,20417219,143.2395614
handymaintenance.com,Handy Maintenance,Others,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
laptopking.ca,Laptop King,Technology and Computing,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
finslayer.com,Fin Slayer LLC,Others,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
mylittlechildren.com,Little Children Inc,Apparel and Accessories,$1 mil. - $5 mil.,302.6958339,163.8182133,437.3867708,14659117,242.3535107
tokheim-stoneware.com,Tokheim Stoneware,Business and Industrial,$1 mil. - $5 mil.,Data not found,Data not found,124.0595467,18740279,Data not found
hudsonvintagepulpandrocketworks.com,Hudson Vintage Pulp and Rocket Works,General Merchandise,$1 mil. - $5 mil.,Data not found,Data not found,501.7784874,14766665,Data not found
cookbookvillage.com,Cookbook Village company,General Merchandise,$1 mil. - $5 mil.,3987.025432,3890.188712,3113.745008,5595361,2458.65268
tankstudio.ca,TANK Jewelry & Beads,Style and Fashion,$1 mil. - $5 mil.,127.037999,1215.645906,39.38513988,35619501,92.02374816
eknightmedia.com,Eknight Media Store,Style and Fashion,$1 mil. - $5 mil.,103897.9057,29137.65847,67223.96244,856591,9860.094069
kennywayneshepherd.net,Kenny Wayne Shepherd Limited,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,27763.62379,7241.16981,81116.57696,750666,4327.574076
normansbridal.com,Bridal Shoppe,Apparel and Accessories,$1 mil. - $5 mil.,8379.653629,769.8340685,455.1272868,15752192,98.87164504
brothers-cannabis.com,Brothers Cannabis,Food And Beverage,$1 mil. - $5 mil.,1070.137293,1578.393424,253.1721408,17344764,103.5807855
worldhealthmall.com,World Health Mall Inc,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,559.170383,500.1898984,1542.422329,7467288,539.5516799
arkarmysurplus.com,ARK ARMY SURPLUS,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,5714.315466,5020.382405,42361.97596,933544,2761.151089
laceylady.com,Amy Brown,"Art, Craft and Collectibles",$1 mil. - $5 mil.,10656.42984,5451.354769,Data not found,Data not found,143.8376094
actioncoachtampabay.com,ActionCOACH Tampa Bay,Education,$1 mil. - $5 mil.,Data not found,353.8247239,458.6743457,16326476,528.62156
jennyndesign.com,Jenny N. Design,Technology and Computing,$1 mil. - $5 mil.,512.6793301,671.0078256,124.4943377,21936319,140.656161
ebikes.ca,Grin Technologies Ltd,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,54611.30624,377482.0529,202930.8148,187630,22234.85803
oozak.com,Oozak LLC,Technology and Computing,$1 mil. - $5 mil.,164303.1508,12434.43172,3489.170917,3797313,3013.176713
premiervoile.com,Premier Voile Company,Business and Industrial,$1 mil. - $5 mil.,928.0012922,Data not found,252.5516314,18135516,Data not found
windbay.com,Wind Bay Inc,Business and Industrial,$1 mil. - $5 mil.,Data not found,648.4596148,185.0988904,19604942,Data not found
abolsystems.com,ABOL Systems Inc,Stationery and Office Products,$1 mil. - $5 mil.,Data not found,Data not found,45.55998617,35173751,Data not found
spapartsdepot.com,Spa Parts Depot,Home Furnishings and Furniture,$1 mil. - $5 mil.,9249.078285,6854.170836,3303.859476,5509081,1507.553557
numartdisplay.com,Numart Inc,Others,$1 mil. - $5 mil.,384.7984209,1290.017304,39207.08883,1980725,459.0910775
cadroncreek.com,Cadron Creek,"Law, Government and Politics",$1 mil. - $5 mil.,195.1847816,813.3209947,135.3224692,24733137,318.3515912
buckledisplay.com,Buckle Display,Science,$1 mil. - $5 mil.,146.2658099,92.64304339,Data not found,Data not found,Data not found
tshirtsville.com,TShirtsville,"Art, Entertainment and Recreation",$1 mil. - $5 mil.,25117.79448,2346.605232,13230.17714,2642042,874.7969719
allaroundrental.com,All Around Rental,Others,$1 mil. - $5 mil.,60.0471515,1388.604522,65.28914593,31844113,227.7958853
nohikids.com,Nohi Kids,Style and Fashion,$1 mil. - $5 mil.,545.8595817,384.9338096,229.4717694,19434798,154.5853468
saltybrands.com,Salty Brands,Business and Industrial,$1 mil. - $5 mil.,Data not found,Data not found,Data not found,Data not found,Data not found
